matesteinforth;19/06/2016 10:25;1;1;"paranoid populism, the spirit of our age"" # brexit http://www.theguardian.com/commentisfree/2016/jun/18/eu-referendum-vote-leave-campaign-poisonous?CMP=Share_iOSApp_Other …""";;;#;7,44446E+17;https://twitter.com/matesteinforth/status/744446006658469890
mcfontaine;16/06/2016 15:18;2;2;# AudioMo - Day 15 - Brexit Brassneck https://audioboom.com/boos/4706328-audiomo-day-15-brexit-brassneck … via @ audioBoom # audiomo # audiomo2016 # voteremain;;@;# # # #;7,43433E+17;https://twitter.com/mcfontaine/status/743432660471660545
mhoulden;15/06/2016 17:47;0;0;Disappointed that My Dream Boat is about a horse rather than the SS Brexit standoff in the Thames;;;;7,43108E+17;https://twitter.com/mhoulden/status/743107668064272384
mike_rat;21/06/2016 18:08;0;1;This is a real worry - whatever the # Brexit outcome, people making huge contributions being made to feel unwelcome http://gu.com/p/4ma6j/stw;;;#;7,45287E+17;https://twitter.com/mike_rat/status/745287334728466432
mikelillo_1;15/06/2016 12:58;0;0;"Lo bueno está al final. Si se quedan los ingleses que pasará? Cambiará algo? ¿Cómo le sentaría el Brexit a España?"" http://www.elblogsalmon.com/economia/como-le-sentaria-el-brexit-a-espana …""";;;;7,43035E+17;https://twitter.com/mikelillo_1/status/743034928175194112
mmartalop;20/06/2016 20:25;1;0;La bolsa o la vida # london # lacity # brexit @Mansion House, London https://www.instagram.com/p/BG4uJc1SO3G/;;@Mansion;# # #;7,44959E+17;https://twitter.com/mmartalop/status/744959391946833921
mrjamiemillar;15/06/2016 15:41;0;0;# brexit # stay # remain # grafitti # streetart @Regent's Canal https://www.instagram.com/p/BGrVrOxuZmm/;;@Regent;# # # # #;7,43076E+17;https://twitter.com/mrjamiemillar/status/743075936107515904
namboozle;19/06/2016 01:27;0;0;Fuck sake, I can't even have a beer in spoons without getting Brexit propaganda in my face. @… https://www.instagram.com/p/BG0HInfhAN-/;;@;;7,44311E+17;https://twitter.com/namboozle/status/744310594308837376
nancywoods786;19/06/2016 23:10;0;0;The ‘TSUNAMI’ of BREXIT https://tellippali.wordpress.com/2016/06/19/the-tsunami-of-brexit …pic.twitter.com/nHxIDXVnVw;;;;7,44638E+17;https://twitter.com/nancywoods786/status/744638472225325057
nathirhussein;15/06/2016 07:19;1;0;about Brexit? What about gun stocks?;;;;7,4295E+17;https://twitter.com/nathirhussein/status/742949621278908418
nathj1993;20/06/2016 12:07;0;0;bothered , how much are they paying you to talk shit you'll rig the result in your favour out # brexit;;;#;7,44834E+17;https://twitter.com/nathj1993/status/744834028428230656
nawitisnae;21/06/2016 00:11;0;0;not like that awful jam in Jammie Dodgers. I hate that. It’s nearly as bad as brexit;;;;7,45016E+17;https://twitter.com/nawitisnae/status/745016231158226947
nickvidamour;15/06/2016 20:11;0;0;What a load of bollox this is # brexit # EUREF # EUreferendum # VoteLeavehttps://twitter.com/nickvidamour/status/743143485889351680 …;;;# # # #;7,43144E+17;https://twitter.com/nickvidamour/status/743143985263288320
nickvidamour;18/06/2016 21:30;0;0;Shows who’s paying in and taking out. # brexit # EUREFpic.twitter.com/FPE7PPDapu;;;# #;7,44251E+17;https://twitter.com/nickvidamour/status/744250865897308160
nickyjmorgan;19/06/2016 14:40;0;0;Plus I already voted hope you make the right decision # Brexit # VoteLeave;;;# #;7,4451E+17;https://twitter.com/nickyjmorgan/status/744510128599212033
nicola291;16/06/2016 12:21;0;0;# brexit # thegreatescape nigelfarage @The Houses of Parliament https://www.instagram.com/p/BGtjjGjSPgn/;;@The;# #;7,43388E+17;https://twitter.com/nicola291/status/743387920438951936
noemihernandez;19/06/2016 19:31;0;2;Political campaign # marketingpolitico # politics # marketing # propaganda # brexit # 23june # votein… https://www.instagram.com/p/BG2DNOZKZjQ/;;;# # # # # # #;7,44583E+17;https://twitter.com/noemihernandez/status/744583430323724288
notoriousBjaoui;17/06/2016 14:46;0;0;la macro n'aidant pas j'espère qu'il n'y aura pas de Brexit sinon on se prends 6mois pour revenir à un rythme normal;;;;7,43787E+17;https://twitter.com/notoriousBjaoui/status/743786941196472320
notoriousBjaoui;17/06/2016 14:51;0;0;oui elle est à contre courant. D'accord avec toi pr le brexit bizarre cette sensation que c'était prévu d'avance .;;;;7,43788E+17;https://twitter.com/notoriousBjaoui/status/743788030910144514
nvassalo;16/06/2016 13:04;0;0;There’s Brexit and then there’s Continental Breakfast # EURef # NetArt http://continentalbreakfast.eu/;;;# #;7,43399E+17;https://twitter.com/nvassalo/status/743398851923566592
onemanstand;21/06/2016 07:30;0;0;No doubt now about how my gym feels on the topic... # remain # brexit @Pulse 8 Health and… https://www.instagram.com/p/BG56R6jplI5/;;@Pulse;# #;7,45127E+17;https://twitter.com/onemanstand/status/745126756198191104
owendaviesart;15/06/2016 09:36;0;1;VOTE WITH DOLLAR # wakeup # brexit # povertyisviolence # zeitgeistmovement # anonymous # newmusic # dj… https://www.instagram.com/p/BGqr9lVBnSw/;;;# # # # # # #;7,42984E+17;https://twitter.com/owendaviesart/status/742984204317777920
owendaviesart;16/06/2016 09:31;0;0;BIG VOTE # brexit # democracyisagoaltobeattained # unity # peace # vote # zeitgeistmovement… https://www.instagram.com/p/BGtQHhIBnbI/;;;# # # # # #;7,43345E+17;https://twitter.com/owendaviesart/status/743345187464720385
pairsonnalitesF;18/06/2016 19:54;0;1;FRN : Brexit: Britain is either in or out, French economy minister warns: By Anne-Sylvaine Chassany in Paris ...… http://dlvr.it/LbVQZF;;;;7,44227E+17;https://twitter.com/pairsonnalitesF/status/744226696501460993
pairsonnalitesF;18/06/2016 23:03;0;0;FRN : Brexit Would Make Britain As Significant As Guernsey: French Minister: Paris: France's economy minister… http://dlvr.it/LbXYSd;;;;7,44274E+17;https://twitter.com/pairsonnalitesF/status/744274271791243264
pairsonnalitesF;20/06/2016 08:30;0;0;FRN : What France thinks about a Brexit: Britain's departure would mean France becoming the EU's unchallenged… http://dlvr.it/Lc27y4;;;;7,44779E+17;https://twitter.com/pairsonnalitesF/status/744779361824342017
pairsonnalitesF;20/06/2016 12:40;0;0;FRN : Among EU nations, 'frenemy' France most keen on Brexit: PARIS: From bloody wars to gentle ribbing and… http://dlvr.it/Lc6TTk;;;;7,44842E+17;https://twitter.com/pairsonnalitesF/status/744842432823459840
papalamour;16/06/2016 13:01;0;1;You don't need to put up a # Brexit sign with a garden like this.... # gardenprofilingpic.twitter.com/EeWOneL97C;;;# #;7,43398E+17;https://twitter.com/papalamour/status/743398148291334145
papalamour;18/06/2016 01:31;2;4;An elegant & enlightening take on # referendum. Please read it. # remain # Brexit From Great Britain to Little England http://nyti.ms/1YuZtVf;;;# # #;7,43949E+17;https://twitter.com/papalamour/status/743949239403823104
paulkporter;16/06/2016 11:41;0;0;The Brexit Flotilla was quite the spectacle yesterday. I'm not political and my views are my… https://www.instagram.com/p/BGtfBqXK0Nt/;;;;7,43378E+17;https://twitter.com/paulkporter/status/743377977384239105
paullamoefc;18/06/2016 20:04;0;1;"@ JoanWhite3 Brexit? If that happens I envisage a country where people in beer gardens sing tomorrow belongs to me"". Scary""";;@;;7,44229E+17;https://twitter.com/paullamoefc/status/744229289491574788
paulstewart35;21/06/2016 11:40;0;0;Ils sont fous ces anglais # ilssontfouscesanglais # marianne # brexit # inout @Paris, France https://www.instagram.com/p/BG6WyCJPhBm/;;@Paris;# # # #;7,4519E+17;https://twitter.com/paulstewart35/status/745189546434781185
pdockerty;17/06/2016 23:42;0;0;I'm going to calm down after we # Brexit! If we # Remain however....;;;# #;7,43922E+17;https://twitter.com/pdockerty/status/743921831296536576
pdockerty;18/06/2016 11:28;0;0;If # Remain - your future votes mean little. Power will be in the hands of those you can't vote for/against. # Brexit pic.twitter.com/M6GNQUiOUQ;;;# #;7,441E+17;https://twitter.com/pdockerty/status/744099515284725760
pdockerty;19/06/2016 00:10;0;2;I thought Mail was firmly # Brexit - obviously not. Tbh I wish they'd all officially stay neutral.;;;#;7,44291E+17;https://twitter.com/pdockerty/status/744291324795490304
pdockerty;19/06/2016 09:22;0;0;We must vote Leave to create a Britain fit for the future. http://digitaledition.telegraph.co.uk/editions/edition_Jqf9Y_2016-06-19/data/169530/index.html?share=1&WT.mc_id=tmgapp_inar_share&utm_source=tmgapp&utm_medium=inar&utm_content=share&utm_campaign=tmgapp_inar_share&Expires=1468710000&Signature=hQtMaqWc-F-4gKfAJ8ZIp~9iO378sTpXiFGV~WSVyHERa2Sl06OLxYbu4ambfdrVq-NMONpXS3zPQ3wUOL9G1RPNNja3FdlXuLQRMQNajT6pz71v1keRJhHXrpbSJbo93pfNemq1qV3v83Sy-QCxftc8xAhUYLBGrxkbLRoiB4JCcM16MIqAAIiNpiHr4pjCSCDWxHHkTm-o0TxAqGLws7xvWWvoAqKKX6OPhU~Qw1EdSWncMk6zqomXcC5RNzBhpfuW6YZhrFjUHUdUEJrkXZVFApucnG18a9OwpHMtnbumQzL8~WiRqgsW6UK~fAOzhVv-~MaCvcfcAfdfPHvXHg__&Key-Pair-Id=APKAJLCEPDGCTPVKXNOA … # Brexit # Leave # VoteLeave;;;# # #;7,4443E+17;https://twitter.com/pdockerty/status/744430181260136448
pdpirri;15/06/2016 06:28;0;0;Que viene el brexit;;;;7,42937E+17;https://twitter.com/pdpirri/status/742936888160440320
penslade;15/06/2016 17:46;0;0;Michael Gove's father denies his company was destroyed by EU policies http://gu.com/p/4y5xz?CMP=Share_AndroidApp_Twitter … # Brexit being economical with the truth again;;;#;7,43107E+17;https://twitter.com/penslade/status/743107320691974144
penslade;17/06/2016 18:12;1;1;# Brexit is based on a lie, with our aging population if we didn't have immigration the economy will go into recession.;;;#;7,43839E+17;https://twitter.com/penslade/status/743838745699434496
photocillin;15/06/2016 15:36;0;2;Preparing for Brexit. Children experiencing what life would be like to live on an isolated… https://www.instagram.com/p/BGrVKXXTBFM/;;;;7,43075E+17;https://twitter.com/photocillin/status/743074802467016704
proudypants;17/06/2016 23:38;0;0;Lady Gaga and Geoff Capes ready to rock fergelph stag doooooo in the # brexit heartland… https://www.instagram.com/p/BGxV1-IQ1o1/;;;#;7,43921E+17;https://twitter.com/proudypants/status/743920734683070464
prydwen3;16/06/2016 10:50;0;0;Friend has had people unfriend them on FB over their # Brexit stance. Anybody on Twitter lost any followers?;;;#;7,43365E+17;https://twitter.com/prydwen3/status/743365216889602048
prydwen3;20/06/2016 00:01;1;0;I don't see it as # Brexit, just a means to get rid of Cameron and Osbourne;;;#;7,44651E+17;https://twitter.com/prydwen3/status/744651310658686976
ptext;15/06/2016 21:48;0;0;PM: Westfalen-Blatt: Das WESTFALEN-BLATT (Bielefeld) zum Brexit https://www.ptext.de/n/1105112;;;;7,43168E+17;https://twitter.com/ptext/status/743168238545215489
ptext;16/06/2016 22:15;0;0;PM: Rheinische Post: Kommentar / Heilsamer Brexit = Von Michael Bröcker https://www.ptext.de/n/1105708;;;;7,43538E+17;https://twitter.com/ptext/status/743537540460871681
ptext;17/06/2016 12:43;0;0;"PM: Westfalen-Blatt: Elmar Brok: Die Brexit-Kampagne ist voller ... https://www.ptext.de/n/1105951""";;;;7,43756E+17;https://twitter.com/ptext/status/743755952499757058
ptext;17/06/2016 16:18;0;0;PM: neues deutschland: Ökonom Bontrup: Brexit würde britisches Pfund a ... https://www.ptext.de/n/1106102;;;;7,4381E+17;https://twitter.com/ptext/status/743810073839960064
ptext;17/06/2016 21:04;0;0;PM: Börsen-Zeitung: Zurück ins Mittelalter?, Marktkommentar zum Brexit ... https://www.ptext.de/n/1106183;;;;7,43882E+17;https://twitter.com/ptext/status/743882124185460736
ptext;19/06/2016 19:36;0;0;PM: Rheinische Post: Erbitterte Brexit-Debatte Kommentar Von Maximili ... https://www.ptext.de/n/1106341;;;;7,44585E+17;https://twitter.com/ptext/status/744584673238618114
ptext;19/06/2016 22:00;0;0;PM: Mittelbayerische Zeitung: Kommentar von Jochen Wittmann zu Brexit/ ... https://www.ptext.de/n/1106355;;;;7,44621E+17;https://twitter.com/ptext/status/744620956451241984
ptext;20/06/2016 16:57;0;0;PM: phoenix Runde: Nervenkrieg um Brexit - Desaster für Europa? - Dien ... https://www.ptext.de/n/1106832;;;;7,44907E+17;https://twitter.com/ptext/status/744907065173356545
ptext;20/06/2016 21:46;0;0;PM: Mittelbayerische Zeitung: Kommentar zum Brexit-Referendum https://www.ptext.de/n/1106909;;;;7,4498E+17;https://twitter.com/ptext/status/744979644659679233
ptext;21/06/2016 06:09;0;0;PM: NOZ: Dudenhöffer: Brexit wäre für Automobilbranche problemlos verk ... https://www.ptext.de/n/1106940;;;;7,45106E+17;https://twitter.com/ptext/status/745106349684465665
ptext;21/06/2016 15:44;0;0;"PM: Der Tagesspiegel: Schulz warnt vor Brexit: Wer geht, geht"" https://www.ptext.de/n/1107330""";;;;7,45251E+17;https://twitter.com/ptext/status/745250983773675520
rachaelhmooney;16/06/2016 16:11;0;0;# streetart # london # brexit # remain # churchill # england @Soho https://www.instagram.com/p/BGt95BdghwF/;;@Soho;# # # # # #;7,43446E+17;https://twitter.com/rachaelhmooney/status/743445849041080320
racingindore;16/06/2016 11:42;0;0;Well worth reading @ FraserNelson on the reasons The @ spectator is advocating # Brexit . Well reasoned argument , delightfully constructed .;;@ @;#;7,43378E+17;https://twitter.com/racingindore/status/743378149770149888
racingindore;16/06/2016 14:36;1;0;yes, let's get out of the # EU double quick and get some pride back # Brexit;;;# #;7,43422E+17;https://twitter.com/racingindore/status/743422022517198849
racingindore;19/06/2016 11:17;1;0;# GreasyGeorge screaming for his political career on @ Peston no hyperbole too much, no lie which is not worth reiterating # resign # Brexit;;@;# # #;7,44459E+17;https://twitter.com/racingindore/status/744459068866199552
racingindore;19/06/2016 11:38;0;0;Be interesting if @ Peston has to show his Bosses his Remain credentials # BBC # Brexit;;@;# #;7,44464E+17;https://twitter.com/racingindore/status/744464274219753472
racingindore;19/06/2016 12:23;1;3;“ @ NoThanksEU This, from Peter Hitchens,is a really beautiful read. Drop whatever you're doing and read it. http://dailym.ai/1WV5N9q ” # Brexit;;@;#;7,44476E+17;https://twitter.com/racingindore/status/744475774984593408
racingindore;19/06/2016 13:06;0;1;Why do they insist on inflicting Paddy Ashdown on us, he's only ever been in a minority or wrong, find a proper politician @ afneil # Brexit;;@;#;7,44487E+17;https://twitter.com/racingindore/status/744486628123643904
racingindore;20/06/2016 20:19;0;0;well he would, wouldn't he. Rich mans club. # Brexit;;;#;7,44958E+17;https://twitter.com/racingindore/status/744957834509557760
racingindore;21/06/2016 09:51;0;0;More reasons to # Brexit You couldn't make it up! @ Telegraph Business # SOS get out quick before the lights go outpic.twitter.com/9Z04H1RXaV;;@;# #;7,45162E+17;https://twitter.com/racingindore/status/745162118509453313
racingindore;21/06/2016 10:33;0;0;give up George, you're already discredited sufficiently to make me puke, as a long time # Tory # Brexit;;;# #;7,45173E+17;https://twitter.com/racingindore/status/745172864312041472
rahman_nazneen;16/06/2016 23:27;5;4;55% Remain 45% Brexit in poll of oncologists at # OF16 Question time. Surprising and worryingly close. # remainpic.twitter.com/wsKqMMMKdt;;;# #;7,43556E+17;https://twitter.com/rahman_nazneen/status/743555681349931008
rock2shark;15/06/2016 20:35;0;0;# BBCqtEUSpecial Michael Gove's reply to economical Qu referring to Osbourne's trashing of UK economy in event of # Brexit vote despicable.;;;# #;7,4315E+17;https://twitter.com/rock2shark/status/743149922338414592
rock2shark;15/06/2016 22:06;0;0;Another great Brexit film here. It seems all Brexit movies are great! Many Remainers talk donkey talk. @ UKIP https://m.facebook.com/dianejamesmep/?fref=nf …;;@;;7,43173E+17;https://twitter.com/rock2shark/status/743172949402845184
rock2shark;16/06/2016 10:27;1;0;Dismantling of British industry and economy by the European Union: https://docs.google.com/document/d/1xBYkMhCIFtV5HB3hmfphyZfl85Do_blTIvOK-oUNeSM/mobilebasic?pli=1 … @ UKLabour @ Conservatives @ LibDems @ UKIP # Brexit;;@ @ @ @;#;7,43359E+17;https://twitter.com/rock2shark/status/743359375520243712
rock2shark;18/06/2016 18:15;0;1;The nurses who want to keep the NHS back # Brexit @ LeaveEUOfficial @ Grassroots_Out @ vote_leave;;@ @ @;#;7,44202E+17;https://twitter.com/rock2shark/status/744201886874615809
rock2shark;18/06/2016 19:31;0;1;Entrepreneur speaking in support of the best vote for business & London: # brexit https://m.youtube.com/watch?v=HK3zDniY_RI&feature=youtu.be … @ Grassroots_Out @ LeaveEUOfficial;;@ @;#;7,44221E+17;https://twitter.com/rock2shark/status/744220955359256577
rock2shark;18/06/2016 19:36;0;0;Fundamental reasons stated by another entrepreneur that being in the EU is nonsense, so # Brexit https://m.youtube.com/watch?feature=youtu.be&v=pMBW3T2m5YY … @ Grassroots_Out;;@;#;7,44222E+17;https://twitter.com/rock2shark/status/744222234873630720
rock2shark;18/06/2016 20:34;0;1;"At least we can be certain of the future if we Remain!"" pic.twitter.com/wZf121ihBe @ Grassroots_Out @ LeaveEUOfficial @ vote_leave @ UKIP # Brexit""";;@ @ @ @;#;7,44237E+17;https://twitter.com/rock2shark/status/744236794862927873
rock2shark;18/06/2016 20:45;0;0;Thank you. I love people. I love Europe. That's why I want # Brexit !!! @ LeaveEUOfficial @ Grassroots_Out @ UKIP;;@ @ @;#;7,4424E+17;https://twitter.com/rock2shark/status/744239587770368000
rock2shark;18/06/2016 20:47;0;0;"Little England with shrivelling influence & economy in EU; Great Britain with innovation & growth outside the EU @ UKIP # Brexit";;@;#;7,4424E+17;https://twitter.com/rock2shark/status/744240241444171776
rock2shark;18/06/2016 21:05;0;0;Greece: The European Union has proved that you do not need weapons to wage war. # Brexit is the only way. @ LeaveEUOfficial @ Grassroots_Out;;@ @;#;7,44245E+17;https://twitter.com/rock2shark/status/744244779383422976
rock2shark;18/06/2016 22:39;3;1;The reasons why City people may see the EU is not needed for City's success regardless of # Brexit http://www.cityam.com/243490/citys-secret-brexiteers-more-numerous-than-you … @ vote_leave @ UKIP;;@ @;#;7,44268E+17;https://twitter.com/rock2shark/status/744268379180138496
rock2shark;18/06/2016 23:04;0;0;A very small part of the sharp edge of very sharp knife that says # BREXIT! pic.twitter.com/Xw8bXFPAHa @ Grassroots_Out @ LeaveEUOfficial # Brexit;;@ @;# #;7,44275E+17;https://twitter.com/rock2shark/status/744274574703992832
rock2shark;18/06/2016 23:08;0;0;“ @ CyberUKIPper: pic.twitter.com/ojBZj1wUUz” The type of traitor that should be tried for treason. @ Grassroots_Out @ LeaveEUOfficial # Brexit;;@ @ @;#;7,44276E+17;https://twitter.com/rock2shark/status/744275664686166016
rock2shark;18/06/2016 23:40;0;2;The case to Remain is too weak to sell. Remainers are well aware of this, hence Project Fear. Vote # Brexit http://www.telegraph.co.uk/opinion/2016/06/18/we-must-vote-leave-to-create-a-britain-fit-for-the-future/ … @ UKIP;;@;#;7,44284E+17;https://twitter.com/rock2shark/status/744283657096028165
rock2shark;18/06/2016 23:45;7;3;There is no alternative to # Brexit http://www.telegraph.co.uk/opinion/2016/06/18/we-must-vote-leave-to-create-a-britain-fit-for-the-future/ … @ LeaveEUOfficial @ Grassroots_Out @ vote_leave @ Conservatives @ UKLabour @ UKIP;;@ @ @ @ @ @;#;7,44285E+17;https://twitter.com/rock2shark/status/744284890699563008
rock2shark;19/06/2016 16:15;0;1;By the glass? Looks good! Must buy before # Brexit !;;;#;7,44534E+17;https://twitter.com/rock2shark/status/744534111193280512
rock2shark;19/06/2016 16:21;6;6;To David Cameron: Please Sir, Why won't Angela let me buy Mercedes and BMW's if I vote Brexit? @ Angie_Merkel @ DavidDavisMP @ Nigel_Farage;;@ @ @;;7,44536E+17;https://twitter.com/rock2shark/status/744535639392194560
rock2shark;19/06/2016 22:17;0;1;Have you watched news in last few years? Browse http://www.perock.co.uk/articles/euDamage_Brit01.shtml … Watch BREXIT;;;;7,44625E+17;https://twitter.com/rock2shark/status/744625184779415552
rock2shark;19/06/2016 22:54;2;4;Boris, you have to get rid of Cameron to carry out # Brexit wishes, otherwise long grass will again bog us down. @ BorisJohnson;;@;#;7,44635E+17;https://twitter.com/rock2shark/status/744634573871525888
samfugill;20/06/2016 20:38;0;1;# WilliamHill on # EURef: # Brexit 3/1 and # Remain 2/9. Hopeful!! # StrongerInEurope!;;;# # # # #;7,44963E+17;https://twitter.com/samfugill/status/744962551616802816
sarapallas;20/06/2016 10:30;0;0;wtf is with brexit;;;;7,4481E+17;https://twitter.com/sarapallas/status/744809635719184384
sarveenchester;20/06/2016 13:31;0;0;Three days to the # BREXIT # EU referendum. Make the right and smart decision for our future. @… https://www.instagram.com/p/BG3-zM5AVSJ/;;@;# #;7,44855E+17;https://twitter.com/sarveenchester/status/744855222560796672
seanmckt;19/06/2016 12:07;0;0;Hmm # brexit winning the polls , Murder of MP takes place , by a brexit extremist Suddenly # brRemain surge in latest polls . Hmm.;;;# #;7,44472E+17;https://twitter.com/seanmckt/status/744471738914832384
sebchaillou;16/06/2016 10:07;5;2;Opening of the @ CoopsEurope board we talk about # Brexit and refugees crisis many challenges for # coops # yecnpic.twitter.com/M7zF2VRi6W;;@;# # #;7,43354E+17;https://twitter.com/sebchaillou/status/743354401859854337
sheilanne88;17/06/2016 18:01;0;0;Brexit - Vote LEAVE on 23rd June pic.twitter.com/3FyQGqvfnL;;;;7,43836E+17;https://twitter.com/sheilanne88/status/743835938619559936
sheilanne88;21/06/2016 12:00;0;0;Brexit: Vote Leave on Thursday # EURef # Brexit http://ow.ly/a72o301t7hk pic.twitter.com/LhwJEKwdVx;;;# #;7,45195E+17;https://twitter.com/sheilanne88/status/745194727646068736
shoples;15/06/2016 10:35;0;0;RT @ FinancialTimes: Video: Brexit’s long history http://on.ft.com/1XSp3Fd;;@;;7,42999E+17;https://twitter.com/shoples/status/742998875389218816
siggigun;18/06/2016 11:57;0;0;After the # brexit w'll have to handle the # poulexit when # chickens call for # independence from… https://www.instagram.com/p/BGyqdzzDWBm/;;;# # # #;7,44107E+17;https://twitter.com/siggigun/status/744106813675679744
sophie1ed;15/06/2016 16:48;1;3;Directed a live # BBCRadioWales # brexit # debate that went out on # BBCRadioWales, BBC Wales News… https://www.instagram.com/p/BGrdU_fNMB_/;;;# # # #;7,43093E+17;https://twitter.com/sophie1ed/status/743092765806972928
spinning_will;20/06/2016 20:16;0;0;Take it to'em # 3lions # COYS You too # Wales. Y'all got me nervous with the BRexit vote, but that's none of my business. # EURO2016;;;# # # #;7,44957E+17;https://twitter.com/spinning_will/status/744957084681248769
spriha;16/06/2016 22:46;1;0;# British flags at # oxfordcircus. Nationalism at its peak with # Brexit around the corner.… https://www.instagram.com/p/BGurEF7rOwi/;;;# # #;7,43545E+17;https://twitter.com/spriha/status/743545185011802112
stappersjos;18/06/2016 08:39;0;0;My Brexit investor survival guide: long UK equities, short GBP. # brexit;;;#;7,44057E+17;https://twitter.com/stappersjos/status/744056823674769408
stappersjos;20/06/2016 16:44;0;0;Not all news should be about Brexit this week :-) Therefore a highlight on the Fed fund projections by @ AXAIMpic.twitter.com/YNPBUjPhfI;;@;;7,44904E+17;https://twitter.com/stappersjos/status/744903746354876416
stappersjos;21/06/2016 18:58;0;0;# Yellen should consider her # markettiming, or is she ignoring # brexit https://twitter.com/WSJmarkets/status/745298569826082816 … # value # markets # stocks;;;# # # # # #;7,453E+17;https://twitter.com/stappersjos/status/745299859457122304
stepius;15/06/2016 20:54;0;0;Cenazione con un # krumiro indeciso sul # brexit # dinner # biscuits # milk # cena # biscotti # latte @… https://www.instagram.com/p/BGr5hHzGKUT/;;@;# # # # # # # #;7,43155E+17;https://twitter.com/stepius/status/743154754205818881
steve_hume;15/06/2016 17:08;0;0;# brexit https://twitter.com/ConversationUK/status/743095153649405952 …;;;#;7,43098E+17;https://twitter.com/steve_hume/status/743097888025247744
stevegimbroll;18/06/2016 19:59;0;1;Reading Stay or To Go while building up some visualisation apps # brexit # qliksense… https://www.instagram.com/p/BGzhlZMpHFE/;;;# #;7,44228E+17;https://twitter.com/stevegimbroll/status/744228026959859712
susanne_nystrom;15/06/2016 10:28;0;1;Vi laddar inför nästa vecka: migrationsbeslut, Brexit-omröstning och midsommar.;;;;7,42997E+17;https://twitter.com/susanne_nystrom/status/742997179070046208
tcgriffin;15/06/2016 20:45;0;1;McGinn: it's now easy to be Irish in Britain. Brexit threatens that hybrid existence.;;;;7,43152E+17;https://twitter.com/tcgriffin/status/743152413583020032
tcgriffin;15/06/2016 20:56;1;0;# Irishin O'Grady: Brexit would leave workers worse off.;;;#;7,43155E+17;https://twitter.com/tcgriffin/status/743155124906897408
tcgriffin;15/06/2016 21:06;0;0;Kinahan: I'm very worried about the implications of Brexit for UK union.;;;;7,43158E+17;https://twitter.com/tcgriffin/status/743157748448256001
tcgriffin;15/06/2016 21:18;1;0;Eastwood: Brexit would be a carnival if reaction across Europe. # irishin;;;#;7,43161E+17;https://twitter.com/tcgriffin/status/743160801054367744
tcgriffin;15/06/2016 21:20;1;0;McGuinness: Brexit would be hugely detrimental to the Good Friday Agreement. # irishin;;;#;7,43161E+17;https://twitter.com/tcgriffin/status/743161309366194176
tcgriffin;15/06/2016 21:22;2;2;McGuinness: it's unimaginable what would happen to cross-border trade in event of Brexit. # Irishin;;;#;7,43162E+17;https://twitter.com/tcgriffin/status/743161839010328576
tcgriffin;15/06/2016 21:26;2;1;McGuinness: opponents of the peace process will see brexit as an opportunity. # irishin;;;#;7,43163E+17;https://twitter.com/tcgriffin/status/743162859413209088
tcgriffin;15/06/2016 21:51;2;2;McGinn agrees with Kinahan that brexit would mean internal UK border. Surprised at DUP position.;;;;7,43169E+17;https://twitter.com/tcgriffin/status/743169097618329600
tcgriffin;15/06/2016 22:09;4;3;McGuinness: If Brexit happens, there should be a border poll. # irishin;;;#;7,43173E+17;https://twitter.com/tcgriffin/status/743173481978789888
techUKdepCEO;16/06/2016 19:34;0;4;Debating # eutech & # brexit with huge sadness in our hearts @ JdR_Techpic.twitter.com/niCZJWcSNO;;@;# #;7,43497E+17;https://twitter.com/techUKdepCEO/status/743496931557638144
techUKdepCEO;16/06/2016 19:51;1;0;Is UK tech about to pack its bags? Would # brexit kill the UK's fantastic tech ecosystem? # Eutech;;;# #;7,43501E+17;https://twitter.com/techUKdepCEO/status/743501318455701505
thaz01t;16/06/2016 09:13;0;0;When # Brexit happens the whole cabinate shld resign # bbcnews;;;# #;7,43341E+17;https://twitter.com/thaz01t/status/743340805067153410
thaz01t;16/06/2016 14:40;1;0;The # brexit camp's best card is # DavidCameron + # GeorgeOsborne No1 trusts them so will vote against them,no matter,is this true # BBCAskThis;;;# # # #;7,43423E+17;https://twitter.com/thaz01t/status/743423073160921088
thaz01t;17/06/2016 11:25;0;0;I still think # DavidCameron wont let UK leave the EU even if we vote for # brexit he'll just make up excuses why we need 2 stay # wrightstuff;;;# # #;7,43736E+17;https://twitter.com/thaz01t/status/743736260775161856
thaz01t;19/06/2016 12:45;0;0;Will # skynews still support stay campaign,when emperor # murdoch is telling @ TheSun 2 back # brexit,makin sure hes right after vote # bbcnews;;@;# # # #;7,44481E+17;https://twitter.com/thaz01t/status/744481136282378240
the_duke59;19/06/2016 18:12;0;0;The EU needs a bloody nose but # Brexit is not the way to do it,as much as it feels right.;;;#;7,44564E+17;https://twitter.com/the_duke59/status/744563516699459584
thebenlove;20/06/2016 20:54;0;0;The nonstop stream of remainers on @ CNBC is annoying. # Brexit @ DanHannanMEP;;@ @;#;7,44967E+17;https://twitter.com/thebenlove/status/744966691080175617
timjamesharris;21/06/2016 22:52;0;0;# Brexit;;;#;7,45359E+17;https://twitter.com/timjamesharris/status/745358785485676545
tom_meggle;19/06/2016 03:34;0;0;I asked Laurent's cat if she voted for Brexit.... clever cat!! # cats # would # chose # remain @… https://www.instagram.com/p/BG0CvsbJ7Ph/;;@;# # # #;7,44343E+17;https://twitter.com/tom_meggle/status/744342589009072128
